,Emotion,Text,Clean_Text
9178,fear,Death is not the biggest fear we have; our biggest is taking the risk to be #alive and express what we really are ~ Don Miguel Ruiz #D,Death biggest fear have biggest taking risk #alive express ~ Miguel Ruiz #D
9179,sadness,"At first I could not understand -- but then when she had , whispering , explained properly , I was filled with a desolate , despairing horror . ",understand   whispering  explained properly  filled desolate  despairing horror 
9180,surprise,keep tht job and grind it out bank statement come thru ..see yu grindin now..,tht job grind bank statement come see yu grindin now
9181,sadness,OMG IM GETTING BRACES!! U KNOW WHAT THAT MEANS?!?! i wont be able to sing goodly anymore :(,OMG IM GETTING BRACES U KNOW MEANS wont able sing goodly anymore :(
9182,joy,Xmas shopping almost done! Cant 4get 2 buy my Own gift Like I do Every year  Now 2 get the BF's Gift He is gonna LOVE IT ;) ,Xmas shopping done Cant 4get 2 buy gift Like year 2 BFs Gift gonna LOVE )
9183,joy,"Church then mommy and me time!!, decorating for christmas &lt;3 ",Church mommy time decorating christmas lt3
9184,fear,@morrplease @scottblanton There is food. There is also a larger crowd here than I have ever seen at this time. ,    food larger crowd seen time
9185,joy,"Royal Mail literally delivered, where Yodel couldn't. New phone on charge. ",Royal Mail literally delivered Yodel couldnt New phone charge
9186,sadness,She was heartbroken to hear the voice of Camilla . ,heartbroken hear voice Camilla 
9187,joy," I'm pretty sure I'll be all right . In fact , I'd be delighted to come over and celebrate your birthday with you . What time are you planning to start ? ",Im pretty sure Ill right  fact  Id delighted come celebrate birthday  time planning start 
9188,fear,I was approaching my exam time and my books got stolen.  I was in a panic as I thought that I would not do well enough to be considered for the economics quota.  I cried a lot but that did not help and as the exam day came near a strange fear gripped me.,approaching exam time books got stolen panic thought considered economics quota cried lot help exam day came near strange fear gripped me
9189,neutral, All right . ,right 
9190,shame,"And then my friends ' boyfriends , on an evening out , they used to just have a go at him , and I 'd feel really embarrassed . ",friends  boyfriends  evening   d feel embarrassed 
9191,sadness,My girl-friend left me.,girlfriend left me
9192,sadness,Don't wanna go sing today &  #ILovedSinging #SoManyHashTags !!!,wanna sing today  #ILovedSinging #SoManyHashTags 
9193,fear,It is not possible to cure a fear of stairs by taking it one step at a time.   #stairs #step,possible cure fear stairs taking step time #stairs #step
9194,neutral, Mario Puku . ,Mario Puku 
9195,joy,*sigh*...and now time to study for my Sociology final. -_-,*sigh*and time study Sociology final 
9196,sadness,@Mert_lovesyou hush! I wish :( so jealous you get to see @justinbieber I could cry. ,  hush wish :( jealous   cry
9197,joy,This  of is more like a season of sorrow and feel like crap at work kinda season...!!! #NotComplaining #JustSaying,like season sorrow feel like crap work kinda season #NotComplaining #JustSaying
9198,joy,"Whereas in Crime and Punishment and in the novels which follow he can , though his narrow glee over being ahead of the fact is unworthy of his art and of what ` idealism "" and ` deeper realism "" intend . ",Crime Punishment novels follow  narrow glee ahead fact unworthy art  idealism   deeper realism  intend 
9199,sadness,"Summer, heavy rain, storm - I was standing with my face stick to the window: the childhood, something was going away forever this summer, I was leaving my home, I was going to study in another town, for the first time I was leaving my parents, friends, I had to manage myself, a long and loved period of my life was over - I was crying.",Summer heavy rain storm  standing face stick window: childhood going away forever summer leaving home going study town time leaving parents friends manage myself long loved period life  crying
9200,joy,"My new job description: Housekeeper, Chef,Patients Care Technician,and maintenance &gt;_&lt; ",new job description: Housekeeper ChefPatients Care Technicianand maintenance gtlt
9201,joy,Lovely drive home. I drove away from a bright yellow/green sky into a dark pink/blue one.  ,Lovely drive home drove away bright yellow/green sky dark pink/blue one
9202,joy,I met a certain lady at Mchesi and I proposed a word of love to her and at the same time she accepted my proposal.,met certain lady Mchesi proposed word love time accepted proposal
9203,joy,@kelllay415 ohh yes i do. work my butt off at dance  ,  ohh yes do work butt dance
9204,anger,"I lent a text-book to a person I did not know very well, they lost the text-book and gave me no compensation.",lent textbook person know well lost textbook gave compensation
9205,fear,"not afraid of tomorrow, for I have seen yesterday and I lived today #less”",afraid tomorrow seen yesterday lived today #less”
9206,joy,I finally decide to leave the office and it's starts bucketing down again. ,finally decide leave office starts bucketing again
9207,anger,When someone stole my bike.,stole bike
9208,joy,The birth of my daughter.,birth daughter
9209,joy,I was seriously injured in a road accident. The very first steps I took with only one crutch to support me I felt so good. I enjoy being alive.,seriously injured road accident steps took crutch support felt good enjoy alive
9210,sadness,@peymckenzie_13 :) good!! i really thought you hated me for a minute /: ,  :) good thought hated minute /:
9211,fear,When a man rang the doorbell and wanted to enter the house with violence. I was alone at home that moment.,man rang doorbell wanted enter house violence home moment
9212,joy,On the third train of the morning already with a 3 15am start to lilleshall. Racking up the train miles today with @Adam_Auckland ,train morning 3 15am start lilleshall Racking train miles today  
9213,disgust,Ewww people at BP are so smelly&amp; dirty !! Some kid threw up in his locker&amp; jus str8 left it there for a whole weekend !! *____* ,Ewww people BP smellyamp dirty  kid threw lockeramp jus str8 left weekend  **
9214,surprise,"Just finished my  cloths,no matter how busy i am,i create time to her... LOVE YOU MUM",finished clothsno matter busy ami create time her LOVE MUM
9215,fear,The honesty in my music has left me too exposed #Drake,honesty music left exposed #Drake
9216,joy,I shouldn't laugh to myself when crossing queen's park. People already think I'm crazy #beauty,laugh crossing queens park People think Im crazy #beauty
9217,fear,Eventually I will get tired of running ... ,Eventually tired running 
9218,fear,"When a society begins to think separately, one from the other, it is the beginning of the end of civilization.   ",society begins think separately other beginning end civilization
9219,sadness,"` Give over , will yer , "" pleaded the disconsolate convener , slapping jam on his butty . ",  yer   pleaded disconsolate convener  slapping jam butty 
9220,joy," Well , children usually resemble their parents . ", children usually resemble parents 
9221,fear,"I felt fear when once I was asleep and dreamed that I was dying asfixiated by a cardiac attack, I was afraid and woke up desperate. Altough I wasn't afraid of death I was afraid.",felt fear asleep dreamed dying asfixiated cardiac attack afraid woke desperate Altough afraid death afraid
9222,disgust,French father kills 3 year old boy in a washing machine...seriously is such news even worth printing #Punemirror,French father kills 3 year old boy washing machineseriously news worth printing #Punemirror
9223,fear,"More usually it left him ashamed and angry , despite his wife 's kind words of consolation , and Ashi herself in an agitated state of dissatisfaction and unhappiness . ",usually left ashamed angry  despite wife s kind words consolation  Ashi agitated state dissatisfaction unhappiness 
9224,joy,"Break! Close your eyes, breathe deeply, remember the most wonderful gift you ever received. Enjoy again. #LJB",Break Close eyes breathe deeply remember wonderful gift received Enjoy again #LJB
9225,surprise,Wow. My dad's still awake!! (:,Wow dads awake (:
9226,anger,"Listen , Christine , you can not afford another day off . You ’ Ve called in sick five times in the last three weeks . ",Listen  Christine  afford day  ’ called sick times weeks 
9227,joy,My wife is pregnant with our second child.  ,wife pregnant second child
9228,neutral, Okay ... ,Okay 
9229,joy,"Let your smile change the world, but never let the world change your smile! #FB",Let smile change world let world change smile #FB
9230,joy,Love how our car freaking breaks down 2 miles from our house in the rain #sarcastictweet,Love car freaking breaks 2 miles house rain #sarcastictweet
9231,joy,sweet lord @louisck is a god.  ,sweet lord   god
9232,sadness,@youthofvelvet ahhh few if you do i will kill you because i love him to much (aa) they are good thankyou :) i broke up with jake :( ,  ahhh kill love (aa) good thankyou :) broke jake :(
9233,joy,When I passed the 12th standard board exams.,passed 12th standard board exams
9234,anger,So you can see why mothers get angry when they discover that even everyday foods such as apples can cause a build-up of unwanted chemicals in their children 's bodies . ,mothers angry discover everyday foods apples cause buildup unwanted chemicals children s bodies 
9235,surprise,@anivead Tomorrow? BSC. Flowers. Cousin's place. Necklace. Card. Message. Plan. ,  Tomorrow BSC Flowers Cousins place Necklace Card Message Plan
9236,neutral, Why not ? ,
